Feature number,AUC
3.00000,0.88636
5.00000,0.84848
3.00000,0.90909
4.00000,0.90909
2.00000,0.93939
2.00000,0.93939
2.00000,0.90152
4.00000,0.68182
4.00000,0.88636
6.00000,0.83333
