Feature number,AUC
12.00000,0.85606
10.00000,0.81818
9.00000,0.75758
10.00000,0.84848
7.00000,0.75758
8.00000,0.75758
13.00000,0.79545
14.00000,0.70455
9.00000,0.81818
9.00000,0.73485
