Feature number,AUC
7.00000,0.74784
9.00000,0.82414
9.00000,0.83233
8.00000,0.73103
6.00000,0.73793
5.00000,0.72500
7.00000,0.84095
6.00000,0.82284
8.00000,0.80216
7.00000,0.73319
