Feature number,AUC
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
20.00000,0.77112
