Feature number,AUC
4.00000,0.77931
5.00000,0.81422
2.00000,0.74181
3.00000,0.68103
2.00000,0.72198
4.00000,0.77931
4.00000,0.82026
4.00000,0.68664
2.00000,0.74181
4.00000,0.65862
