Feature number,AUC
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
61.00000,0.82052
