Feature number,AUC
52.00000,0.80758
49.00000,0.81659
51.00000,0.82924
49.00000,0.81730
52.00000,0.83184
51.00000,0.82638
44.00000,0.80976
51.00000,0.82215
52.00000,0.82859
48.00000,0.82924
