Feature number,AUC
31.00000,0.83216
27.00000,0.81704
31.00000,0.83779
31.00000,0.82465
27.00000,0.78674
23.00000,0.83226
28.00000,0.78798
26.00000,0.81428
26.00000,0.81932
28.00000,0.83411
