Feature number,AUC
1.00000,0.71615
2.00000,0.74451
6.00000,0.78095
8.00000,0.83102
17.00000,0.79458
19.00000,0.80815
22.00000,0.80436
23.00000,0.83142
24.00000,0.83220
25.00000,0.81280
26.00000,0.80378
27.00000,0.83168
28.00000,0.79406
30.00000,0.82452
32.00000,0.84631
36.00000,0.85278
