Feature number,AUC
5.00000,0.73976
2.00000,0.74724
3.00000,0.74922
8.00000,0.79276
5.00000,0.72428
3.00000,0.76951
1.00000,0.76395
9.00000,0.81402
6.00000,0.73150
2.00000,0.80202
