Feature number,AUC
14.00000,0.79447
14.00000,0.79447
14.00000,0.73399
17.00000,0.76300
13.00000,0.74631
11.00000,0.73536
15.00000,0.75725
17.00000,0.81144
15.00000,0.81007
16.00000,0.77531
