Feature number,AUC
11.00000,0.78188
11.00000,0.81746
9.00000,0.77121
10.00000,0.75862
11.00000,0.72414
8.00000,0.79584
8.00000,0.76163
13.00000,0.73426
9.00000,0.77066
13.00000,0.76108
