Feature number,AUC
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
20.00000,0.76628
