Feature number,AUC
1.00000,0.67323
9.00000,0.76355
4.00000,0.78161
4.00000,0.71894
1.00000,0.67323
5.00000,0.75315
3.00000,0.78763
2.00000,0.77805
3.00000,0.70608
4.00000,0.75670
