Feature number,AUC
10.00000,0.63895
9.00000,0.61243
9.00000,0.64960
11.00000,0.61668
12.00000,0.67010
10.00000,0.64565
7.00000,0.63374
12.00000,0.62845
10.00000,0.67715
9.00000,0.64646
