Feature number,AUC
1.00000,0.57541
2.00000,0.57967
3.00000,0.61557
4.00000,0.68556
5.00000,0.63688
6.00000,0.66087
7.00000,0.63950
8.00000,0.66357
9.00000,0.64945
10.00000,0.70191
