Feature number,AUC
17.00000,0.64742
19.00000,0.60454
11.00000,0.63765
19.00000,0.62385
15.00000,0.62397
16.00000,0.60109
17.00000,0.60281
17.00000,0.62362
17.00000,0.61055
17.00000,0.59837
