Feature number,AUC
1.00000,0.58430
6.00000,0.65995
4.00000,0.59258
5.00000,0.63791
6.00000,0.65995
6.00000,0.65995
5.00000,0.63791
2.00000,0.57028
5.00000,0.63791
6.00000,0.65995
