Feature number,AUC
1.00000,0.74920
18.00000,0.75869
19.00000,0.76062
22.00000,0.77987
23.00000,0.77076
24.00000,0.78552
25.00000,0.78072
26.00000,0.78103
27.00000,0.78354
28.00000,0.76828
30.00000,0.79573
32.00000,0.78649
35.00000,0.77902
