Feature number,AUC
9.00000,0.72849
12.00000,0.76782
6.00000,0.72685
6.00000,0.74847
9.00000,0.77160
6.00000,0.71736
7.00000,0.72394
7.00000,0.74316
6.00000,0.71159
7.00000,0.71859
