Feature number,AUC
43.00000,0.75899
46.00000,0.79359
57.00000,0.77445
50.00000,0.77178
58.00000,0.77298
35.00000,0.74689
37.00000,0.75094
36.00000,0.77592
49.00000,0.77976
38.00000,0.77941
