Feature number,AUC
11.00000,0.82736
15.00000,0.81321
13.00000,0.82123
13.00000,0.75295
14.00000,0.82017
8.00000,0.80259
14.00000,0.81144
16.00000,0.80601
15.00000,0.75778
11.00000,0.75377
