Feature number,AUC
3.00000,0.82264
4.00000,0.82028
5.00000,0.82134
5.00000,0.81002
5.00000,0.83467
2.00000,0.75483
7.00000,0.78349
2.00000,0.75483
5.00000,0.81757
5.00000,0.81804
