Feature number,AUC
7.00000,0.77995
5.00000,0.83703
8.00000,0.80519
10.00000,0.79693
10.00000,0.80873
8.00000,0.81333
5.00000,0.78184
6.00000,0.79210
10.00000,0.77653
10.00000,0.79540
