Feature number,AUC
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
26.00000,0.63882
