Feature number,AUC
2.00000,0.61358
3.00000,0.63341
2.00000,0.64423
3.00000,0.64423
6.00000,0.62800
8.00000,0.67849
6.00000,0.65325
5.00000,0.62440
3.00000,0.63341
7.00000,0.63401
