Feature number,AUC
19.00000,0.64844
7.00000,0.64243
16.00000,0.65325
16.00000,0.66947
17.00000,0.64002
20.00000,0.65745
17.00000,0.65445
23.00000,0.64243
23.00000,0.64964
21.00000,0.66587
