Feature number,AUC
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
20.00000,0.76667
