Feature number,AUC
7.00000,0.89989
4.00000,0.92630
5.00000,0.88759
5.00000,0.88759
3.00000,0.90913
7.00000,0.92744
7.00000,0.90675
8.00000,0.91953
3.00000,0.90913
8.00000,0.89407
