Feature number,AUC
5.00000,0.88225
5.00000,0.91247
3.00000,0.89312
3.00000,0.89312
4.00000,0.88816
3.00000,0.89312
3.00000,0.91219
3.00000,0.89912
5.00000,0.90256
4.00000,0.90799
