Feature number,AUC
10.00000,0.89159
12.00000,0.92954
6.00000,0.88549
7.00000,0.89931
11.00000,0.92954
8.00000,0.89950
10.00000,0.89397
16.00000,0.91791
13.00000,0.93125
8.00000,0.91276
