Feature number,AUC
5.00000,0.78297
4.00000,0.80920
6.00000,0.75858
6.00000,0.80356
7.00000,0.78886
6.00000,0.76807
7.00000,0.80754
6.00000,0.80296
4.00000,0.76338
7.00000,0.80076
