Feature number,AUC
16.00000,0.74665
12.00000,0.75806
12.00000,0.76478
13.00000,0.77748
13.00000,0.78500
13.00000,0.77245
13.00000,0.77428
13.00000,0.77923
14.00000,0.77565
17.00000,0.77662
