Feature number,AUC
8.00000,0.76349
5.00000,0.71671
4.00000,0.71771
4.00000,0.75110
6.00000,0.72691
4.00000,0.69672
4.00000,0.70372
2.00000,0.56018
6.00000,0.68752
7.00000,0.75030
