Feature number,AUC
13.00000,0.69152
13.00000,0.65334
10.00000,0.66613
10.00000,0.67693
14.00000,0.68253
13.00000,0.65754
9.00000,0.65834
11.00000,0.68053
12.00000,0.67893
9.00000,0.67453
