Feature number,AUC
10.00000,0.68453
11.00000,0.73231
12.00000,0.68553
10.00000,0.70972
15.00000,0.70872
10.00000,0.66453
10.00000,0.70072
9.00000,0.70572
11.00000,0.67833
12.00000,0.64394
