Feature number,AUC
4.00000,0.68165
3.00000,0.69111
2.00000,0.74226
5.00000,0.73176
2.00000,0.74226
2.00000,0.78691
5.00000,0.68061
8.00000,0.72359
4.00000,0.70757
2.00000,0.73600
