Feature number,AUC
12.00000,0.76173
14.00000,0.74208
13.00000,0.74208
12.00000,0.73729
12.00000,0.74232
13.00000,0.73182
12.00000,0.74288
13.00000,0.73059
12.00000,0.73471
10.00000,0.73962
