Feature number,AUC
11.00000,0.76038
10.00000,0.71070
9.00000,0.73907
5.00000,0.73182
6.00000,0.69430
9.00000,0.72353
8.00000,0.73821
10.00000,0.72280
7.00000,0.75547
7.00000,0.77327
