Feature number,AUC
1.00000,0.67176
2.00000,0.74460
3.00000,0.75976
4.00000,0.74902
5.00000,0.76197
6.00000,0.76634
7.00000,0.74245
8.00000,0.73459
9.00000,0.75933
11.00000,0.74920
