Feature number,AUC
3.00000,0.65239
9.00000,0.65082
5.00000,0.61407
5.00000,0.61198
4.00000,0.62069
3.00000,0.60432
3.00000,0.60432
4.00000,0.62069
6.00000,0.62644
10.00000,0.65186
