Feature number,AUC
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
26.00000,0.65987
