Feature number,AUC
22.00000,0.65657
21.00000,0.64542
23.00000,0.67729
18.00000,0.66092
24.00000,0.66336
23.00000,0.63828
14.00000,0.68931
15.00000,0.65866
17.00000,0.64020
19.00000,0.68304
