Feature number,AUC
5.00000,0.73323
5.00000,0.81163
7.00000,0.81032
6.00000,0.81729
6.00000,0.78898
5.00000,0.74064
9.00000,0.77613
2.00000,0.75218
4.00000,0.84778
4.00000,0.77112
