Feature number,AUC
45.00000,0.77112
46.00000,0.76372
38.00000,0.79726
49.00000,0.75697
44.00000,0.75109
47.00000,0.76720
40.00000,0.80597
48.00000,0.73345
46.00000,0.75196
55.00000,0.75610
