Feature number,AUC
31.00000,0.78571
34.00000,0.75849
30.00000,0.77461
28.00000,0.74216
40.00000,0.75588
31.00000,0.75261
6.00000,0.74804
30.00000,0.79203
31.00000,0.75523
23.00000,0.74760
