Feature number,AUC
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
61.00000,0.66718
