Feature number,AUC
4.00000,0.66923
4.00000,0.66923
7.00000,0.65527
11.00000,0.68318
5.00000,0.68088
5.00000,0.64017
3.00000,0.71902
3.00000,0.70033
3.00000,0.63441
7.00000,0.61930
