Feature number,AUC
25.00000,0.71928
34.00000,0.72683
29.00000,0.69534
35.00000,0.67307
26.00000,0.70622
27.00000,0.68843
31.00000,0.62161
34.00000,0.63070
30.00000,0.68676
28.00000,0.69457
