Feature number,AUC
31.00000,0.69560
47.00000,0.66359
50.00000,0.63454
29.00000,0.65310
36.00000,0.68126
41.00000,0.69316
40.00000,0.63377
44.00000,0.68561
41.00000,0.63633
45.00000,0.62980
