Feature number,AUC
4.00000,0.70491
6.00000,0.72665
5.00000,0.73148
3.00000,0.59863
4.00000,0.78382
4.00000,0.70491
4.00000,0.63043
3.00000,0.66425
2.00000,0.65137
5.00000,0.69807
