Feature number,AUC
7.00000,0.72625
8.00000,0.74678
7.00000,0.71417
7.00000,0.75362
6.00000,0.70652
7.00000,0.68317
8.00000,0.75886
12.00000,0.72746
15.00000,0.72504
12.00000,0.69646
