Feature number,AUC
10.00000,0.69203
8.00000,0.73349
6.00000,0.68357
12.00000,0.71900
13.00000,0.71377
7.00000,0.73188
13.00000,0.72786
9.00000,0.71377
15.00000,0.72504
8.00000,0.76610
